,tokens,labels
4154,"['The', 'traffic', 'moved', 'on', 'and', 'a', 'few', 'minutes', 'later', ',', 'Mr.', 'Dursley', 'arrived', 'in', 'the', 'Grunnings', 'parking', 'lot', ',', 'his', 'mind', 'back', 'on', 'drills', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4155,"['Mr.', 'Dursley', 'always', 'sat', 'with', 'his', 'back', 'to', 'the', 'window', 'in', 'his', 'office', 'on', 'the', 'ninth', 'floor', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4156,"['If', 'he', 'had', ""n't"", ',', 'he', 'might', 'have', 'found', 'it', 'harder', 'to', 'concentrate', 'on', 'drills', 'that', 'morning', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4157,"['He', 'did', ""n't"", 'see', 'the', 'owls', 'swoop', 'ing', 'past', 'in', 'broad', 'daylight', ',', 'though', 'people', 'down', 'in', 'the', 'street', 'did', ';', 'they', 'pointed', 'and', 'gazed', 'open', '-', 'mouthed', 'as', 'owl', 'after', 'owl', 'sped', 'overhead', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4158,"['Most', 'of', 'them', 'had', 'never', 'seen', 'an', 'owl', 'even', 'at', 'nighttime', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4159,"['Mr.', 'Dursley', ',', 'however', ',', 'had', 'a', 'perfectly', 'normal', ',', 'owl-free', 'morning', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4160,"['He', 'yelled', 'at', 'five', 'different', 'people', '.']","[0, 0, 0, 0, 0, 0, 0]"
4161,"['He', 'made', 'several', 'important', 'telephone', 'calls', 'and', 'shouted', 'a', 'bit', 'more', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4162,"['He', 'was', 'in', 'a', 'very', 'good', 'mood', 'until', 'lunchtime', ',', 'when', 'he', 'thought', 'he', ""'d"", 'stretch', 'his', 'legs', 'and', 'walk', 'across', 'the', 'road', 'to', 'buy', 'himself', 'a', 'bun', 'from', 'the', 'bakery', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4163,"['He', ""'d"", 'forgotten', 'all', 'about', 'the', 'people', 'in', 'cloaks', 'until', 'he', 'passed', 'a', 'group', 'of', 'them', 'next', 'to', 'the', 'baker', ""'s"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4164,"['He', 'eyed', 'them', 'angrily', 'as', 'he', 'passed', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
4165,"['He', 'did', ""n't"", 'know', 'why', ',', 'but', 'they', 'made', 'him', 'uneasy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4166,"['This', 'bunch', 'were', 'whispering', 'excitedly', ',', 'too', ',', 'and', 'he', 'could', ""n't"", 'see', 'a', 'single', 'collecting', 'tin', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4167,"['It', 'was', 'on', 'his', 'way', 'back', 'past', 'them', ',', 'clutching', 'a', 'large', 'doughnut', 'in', 'a', 'bag', ',', 'that', 'he', 'caught', 'a', 'few', 'words', 'of', 'what', 'they', 'were', 'saying', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4168,"['""', 'The', 'Potters', ',', 'that', ""'s"", 'right', ',', 'that', ""'s"", 'what', 'I', 'heard', 'yes', ',', 'their', 'son', ',', 'Harry', '""']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
4169,"['Mr.', 'Dursley', 'stopped', 'dead', '.']","[1, 2, 0, 0, 0]"
4170,"['Fear', 'flooded', 'him', '.']","[0, 0, 0, 0]"
4171,"['He', 'looked', 'back', 'at', 'the', 'whisperers', 'as', 'if', 'he', 'wanted', 'to', 'say', 'something', 'to', 'them', ',', 'but', 'thought', 'better', 'of', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4172,"['He', 'dashed', 'back', 'across', 'the', 'road', ',', 'hurried', 'up', 'to', 'his', 'office', ',', 'snapped', 'at', 'his', 'secretary', 'not', 'to', 'disturb', 'him', ',', 'seized', 'his', 'telephone', ',', 'and', 'had', 'almost', 'finished', 'dialing', 'his', 'home', 'number', 'when', 'he', 'changed', 'his', 'mind', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4173,"['He', 'put', 'the', 'receiver', 'back', 'down', 'and', 'stroked', 'his', 'mustache', ',', 'thinking', '...', 'no', ',', 'he', 'was', 'being', 'stupid', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4174,"['Potter', 'was', ""n't"", 'such', 'an', 'unusual', 'name', '.']","[1, 0, 0, 0, 0, 0, 0, 0]"
4175,"['He', 'was', 'sure', 'there', 'were', 'lots', 'of', 'people', 'called', 'Potter', 'who', 'had', 'a', 'son', 'called', 'Harry', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
4176,"['Come', 'to', 'think', 'of', 'it', ',', 'he', 'was', ""n't"", 'even', 'sure', 'his', 'nephew', 'was', 'called', 'Harry', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
4177,"['He', ""'d"", 'never', 'even', 'seen', 'the', 'boy', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
4178,"['It', 'might', 'have', 'been', 'Harvey', '.']","[0, 0, 0, 0, 1, 0]"
4179,"['Or', 'Harold', '.']","[0, 1, 0]"
4180,"['There', 'was', 'no', 'point', 'in', 'worrying', 'Mrs.', 'Dursley', ';', 'she', 'always', 'got', 'so', 'upset', 'at', 'any', 'mention', 'of', 'her', 'sister', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4181,"['He', 'did', ""n't"", 'blame', 'her', '--', 'if', 'he', ""'d"", 'had', 'a', 'sister', 'like', 'that', '...', 'but', 'all', 'the', 'same', ',', 'those', 'people', 'in', 'cloaks', '...', 'He', 'found', 'it', 'a', 'lot', 'harder', 'to', 'concentrate', 'on', 'drills', 'that', 'afternoon', 'and', 'when', 'he', 'left', 'the', 'building', 'at', 'five', ""o'clock"", ',', 'he', 'was', 'still', 'so', 'worried', 'that', 'he', 'walked', 'straight', 'into', 'someone', 'just', 'outside', 'the', 'door', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4182,"['""', 'Sorry', ',', '""']","[0, 0, 0, 0]"
4183,"['he', 'grunted', ',', 'as', 'the', 'tiny', 'old', 'man', 'stumbled', 'and', 'almost', 'fell', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4184,"['It', 'was', 'a', 'few', 'seconds', 'before', 'Mr.', 'Dursley', 'realized', 'that', 'the', 'man', 'was', 'wearing', 'a', 'violet', 'cloak', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4185,"['He', 'did', ""n't"", 'seem', 'at', 'all', 'upset', 'at', 'being', 'almost', 'knocked', 'to', 'the', 'ground', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4186,"['On', 'the', 'contrary', ',', 'his', 'face', 'split', 'into', 'a', 'wide', 'smile', 'and', 'he', 'said', 'in', 'a', 'squeaky', 'voice', 'that', 'made', 'passersby', 'stare', ',', '""', 'Do', ""n't"", 'be', 'sorry', ',', 'my', 'dear', 'sir', ',', 'for', 'nothing', 'could', 'upset', 'me', 'today', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4187,"['Rejoice', ',', 'for', 'You-Know-Who', 'has', 'gone', 'at', 'last', '!']","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
4188,"['Even', 'Muggles', 'like', 'yourself', 'should', 'be', 'celebrating', ',', 'this', 'happy', ',', 'happy', 'day', '!', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4189,"['And', 'the', 'old', 'man', 'hugged', 'Mr.', 'Dursley', 'around', 'the', 'middle', 'and', 'walked', 'off', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
4190,"['Mr.', 'Dursley', 'stood', 'rooted', 'to', 'the', 'spot', '.']","[1, 2, 0, 0, 0, 0, 0, 0]"
4191,"['He', 'had', 'been', 'hugged', 'by', 'a', 'complete', 'stranger', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4192,"['He', 'also', 'thought', 'he', 'had', 'been', 'called', 'a', 'Muggle', ',', 'whatever', 'that', 'was', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4193,"['He', 'was', 'rattled', '.']","[0, 0, 0, 0]"
4194,"['He', 'hurried', 'to', 'his', 'car', 'and', 'set', 'off', 'for', 'home', ',', 'hoping', 'he', 'was', 'imagining', 'things', ',', 'which', 'he', 'had', 'never', 'hoped', 'before', ',', 'because', 'he', 'did', ""n't"", 'approve', 'of', 'imagination', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4195,"['As', 'he', 'pulled', 'into', 'the', 'driveway', 'of', 'number', 'four', ',', 'the', 'first', 'thing', 'he', 'saw', '--', 'and', 'it', 'did', ""n't"", 'improve', 'his', 'mood', '--', 'was', 'the', 'tabby', 'cat', 'he', ""'d"", 'spotted', 'that', 'morning', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4196,"['It', 'was', 'now', 'sitting', 'on', 'his', 'garden', 'wall', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4197,"['He', 'was', 'sure', 'it', 'was', 'the', 'same', 'one', ';', 'it', 'had', 'the', 'same', 'markings', 'around', 'its', 'eyes', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4198,"['""', 'Shoo', '!', '""']","[0, 0, 0, 0]"
4199,"['said', 'Mr.', 'Dursley', 'loudly', '.']","[0, 1, 2, 0, 0]"
4200,"['The', 'cat', 'did', ""n't"", 'move', '.']","[0, 0, 0, 0, 0, 0]"
4201,"['It', 'just', 'gave', 'him', 'a', 'stern', 'look', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
4202,"['Was', 'this', 'normal', 'cat', 'behavior', '?']","[0, 0, 0, 0, 0, 0]"
4203,"['Mr.', 'Dursley', 'wondered', '.']","[1, 2, 0, 0]"
4204,"['Trying', 'to', 'pull', 'himself', 'together', ',', 'he', 'let', 'himself', 'into', 'the', 'house', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4205,"['He', 'was', 'still', 'determined', 'not', 'to', 'mention', 'anything', 'to', 'his', 'wife', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4206,"['Mrs.', 'Dursley', 'had', 'had', 'a', 'nice', ',', 'normal', 'day', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
4207,"['She', 'told', 'him', 'over', 'dinner', 'all', 'about', 'Mrs.', 'Next', 'Door', ""'s"", 'problems', 'with', 'her', 'daughter', 'and', 'how', 'Dudley', 'had', 'learned', 'a', 'new', 'word', '(', '""', 'Wo', ""n't"", '!', '""']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4208,"[')', '.']","[0, 0]"
4209,"['Mr.', 'Dursley', 'tried', 'to', 'act', 'normally', '.']","[1, 2, 0, 0, 0, 0, 0]"
4210,"['When', 'Dudley', 'had', 'been', 'put', 'to', 'bed', ',', 'he', 'went', 'into', 'the', 'living', 'room', 'in', 'time', 'to', 'catch', 'the', 'last', 'report', 'on', 'the', 'evening', 'news', ':', '""', 'And', 'finally', ',', 'bird-watchers', 'everywhere', 'have', 'reported', 'that', 'the', 'nation', ""'s"", 'owls', 'have', 'been', 'behaving', 'very', 'unusually', 'today', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4211,"['Although', 'owls', 'normally', 'hunt', 'at', 'night', 'and', 'are', 'hardly', 'ever', 'seen', 'in', 'daylight', ',', 'there', 'have', 'been', 'hundreds', 'of', 'sightings', 'of', 'these', 'birds', 'flying', 'in', 'every', 'direction', 'since', 'sunrise', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4212,"['Experts', 'are', 'unable', 'to', 'explain', 'why', 'the', 'owls', 'have', 'suddenly', 'changed', 'their', 'sleeping', 'pattern', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4213,"['The', 'newscaster', 'allowed', 'himself', 'a', 'grin', '.']","[0, 0, 0, 0, 0, 0, 0]"
4214,"['""', 'Most', 'mysterious', '.']","[0, 0, 0, 0]"
4215,"['And', 'now', ',', 'over', 'to', 'Jim', 'McGuffin', 'with', 'the', 'weather', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]"
4216,"['Going', 'to', 'be', 'any', 'more', 'showers', 'of', 'owls', 'tonight', ',', 'Jim', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
4217,"['""', 'Well', ',', 'Ted', ',', '""']","[0, 0, 0, 1, 0, 0]"
4218,"['said', 'the', 'weatherman', ',', '""', 'I', 'do', ""n't"", 'know', 'about', 'that', ',', 'but', 'it', ""'s"", 'not', 'only', 'the', 'owls', 'that', 'have', 'been', 'acting', 'oddly', 'today', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4219,"['Viewers', 'as', 'far', 'apart', 'as', 'Kent', ',', 'Yorkshire', ',', 'and', 'Dundee', 'have', 'been', 'phoning', 'in', 'to', 'tell', 'me', 'that', 'instead', 'of', 'the', 'rain', 'I', 'promised', 'yesterday', ',', 'they', ""'ve"", 'had', 'a', 'downpour', 'of', 'shooting', 'stars', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4220,"['Perhaps', 'people', 'have', 'been', 'celebrating', 'Bonfire', 'Night', 'early', '--', 'it', ""'s"", 'not', 'until', 'next', 'week', ',', 'folks', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4221,"['But', 'I', 'can', 'promise', 'a', 'wet', 'night', 'tonight', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4222,"['Mr.', 'Dursley', 'sat', 'frozen', 'in', 'his', 'armchair', '.']","[1, 2, 0, 0, 0, 0, 0, 0]"
4223,"['Shooting', 'stars', 'all', 'over', 'Britain', '?']","[0, 0, 0, 0, 0, 0]"
4224,"['Owls', 'flying', 'by', 'daylight', '?']","[0, 0, 0, 0, 0]"
4225,"['Mysterious', 'people', 'in', 'cloaks', 'all', 'over', 'the', 'place', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4226,"['And', 'a', 'whisper', ',', 'a', 'whisper', 'about', 'the', 'Potters', '...', 'Mrs.', 'Dursley', 'came', 'into', 'the', 'living', 'room', 'carrying', 'two', 'cups', 'of', 'tea', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4227,"['It', 'was', 'no', 'good', '.']","[0, 0, 0, 0, 0]"
4228,"['He', ""'d"", 'have', 'to', 'say', 'something', 'to', 'her', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4229,"['He', 'cleared', 'his', 'throat', 'nervously', '.']","[0, 0, 0, 0, 0, 0]"
4230,"['""', 'Er', '--', 'Petunia', ',', 'dear', '--', 'you', 'have', ""n't"", 'heard', 'from', 'your', 'sister', 'lately', ',', 'have', 'you', '?', '""']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4231,"['As', 'he', 'had', 'expected', ',', 'Mrs.', 'Dursley', 'looked', 'shocked', 'and', 'angry', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
4232,"['After', 'all', ',', 'they', 'normally', 'pretended', 'she', 'did', ""n't"", 'have', 'a', 'sister', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4233,"['""', 'No', ',', '""']","[0, 0, 0, 0]"
4234,"['she', 'said', 'sharply', '.']","[0, 0, 0, 0]"
4235,"['""', 'Why', '?', '""']","[0, 0, 0, 0]"
4236,"['""', 'Funny', 'stuff', 'on', 'the', 'news', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
4237,"['Mr.', 'Dursley', 'mumbled', '.']","[1, 2, 0, 0]"
4238,"['""', 'Owls', '...', 'shooting', 'stars', '...', 'and', 'there', 'were', 'a', 'lot', 'of', 'funny-looking', 'people', 'in', 'town', 'today', '...', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4239,"['""', 'So', '?', '""']","[0, 0, 0, 0]"
4240,"['snapped', 'Mrs.', 'Dursley', '.']","[0, 1, 2, 0]"
4241,"['""', 'Well', ',', 'I', 'just', 'thought', '...', 'maybe', '...', 'it', 'was', 'something', 'to', 'do', 'with', '...', 'you', 'know', '...', 'her', 'crowd', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4242,"['Mrs.', 'Dursley', 'sipped', 'her', 'tea', 'through', 'pursed', 'lips', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0]"
4243,"['Mr.', 'Dursley', 'wondered', 'whether', 'he', 'dared', 'tell', 'her', 'he', ""'d"", 'heard', 'the', 'name', '""', 'Potter', '.', '""']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
4244,"['He', 'decided', 'he', 'did', ""n't"", 'dare', '.']","[0, 0, 0, 0, 0, 0, 0]"
4245,"['Instead', 'he', 'said', ',', 'as', 'casually', 'as', 'he', 'could', ',', '""', 'Their', 'son', '--', 'he', ""'d"", 'be', 'about', 'Dudley', ""'s"", 'age', 'now', ',', 'would', ""n't"", 'he', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4246,"['""', 'I', 'suppose', 'so', ',', '""']","[0, 0, 0, 0, 0, 0]"
4247,"['said', 'Mrs.', 'Dursley', 'stiffly', '.']","[0, 1, 2, 0, 0]"
4248,"['""', 'What', ""'s"", 'his', 'name', 'again', '?']","[0, 0, 0, 0, 0, 0, 0]"
4249,"['Howard', ',', 'is', ""n't"", 'it', '?', '""']","[1, 0, 0, 0, 0, 0, 0]"
4250,"['""', 'Harry', '.']","[0, 1, 0]"
4251,"['Nasty', ',', 'common', 'name', ',', 'if', 'you', 'ask', 'me', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4252,"['""', 'Oh', ',', 'yes', ',', '""']","[0, 0, 0, 0, 0, 0]"
4253,"['said', 'Mr.', 'Dursley', ',', 'his', 'heart', 'sinking', 'horribly', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0]"
4254,"['""', 'Yes', ',', 'I', 'quite', 'agree', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
4255,"['He', 'did', ""n't"", 'say', 'another', 'word', 'on', 'the', 'subject', 'as', 'they', 'went', 'upstairs', 'to', 'bed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4256,"['While', 'Mrs.', 'Dursley', 'was', 'in', 'the', 'bathroom', ',', 'Mr.', 'Dursley', 'crept', 'to', 'the', 'bedroom', 'window', 'and', 'peered', 'down', 'into', 'the', 'front', 'garden', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4257,"['The', 'cat', 'was', 'still', 'there', '.']","[0, 0, 0, 0, 0, 0]"
4258,"['It', 'was', 'staring', 'down', 'Privet', 'Drive', 'as', 'though', 'it', 'were', 'waiting', 'for', 'something', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4259,"['Was', 'he', 'imagining', 'things', '?']","[0, 0, 0, 0, 0]"
4260,"['Could', 'all', 'this', 'have', 'anything', 'to', 'do', 'with', 'the', 'Potters', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
4261,"['If', 'it', 'did', '...', 'if', 'it', 'got', 'out', 'that', 'they', 'were', 'related', 'to', 'a', 'pair', 'of', '--', 'well', ',', 'he', 'did', ""n't"", 'think', 'he', 'could', 'bear', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4262,"['The', 'Dursleys', 'got', 'into', 'bed', '.']","[0, 1, 0, 0, 0, 0]"
4263,"['Mrs.', 'Dursley', 'fell', 'asleep', 'quickly', 'but', 'Mr.', 'Dursley', 'lay', 'awake', ',', 'turning', 'it', 'all', 'over', 'in', 'his', 'mind', '.']","[1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4264,"['His', 'last', ',', 'comforting', 'thought', 'before', 'he', 'fell', 'asleep', 'was', 'that', 'even', 'if', 'the', 'Potters', 'were', 'involved', ',', 'there', 'was', 'no', 'reason', 'for', 'them', 'to', 'come', 'near', 'him', 'and', 'Mrs.', 'Dursley', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
4265,"['The', 'Potters', 'knew', 'very', 'well', 'what', 'he', 'and', 'Petunia', 'thought', 'about', 'them', 'and', 'their', 'kind', '...', 'He', 'could', ""n't"", 'see', 'how', 'he', 'and', 'Petunia', 'could', 'get', 'mixed', 'up', 'in', 'anything', 'that', 'might', 'be', 'going', 'on', '--', 'he', 'yawned', 'and', 'turned', 'over', '--', 'it', 'could', ""n't"", 'affect', 'them', '...', 'How', 'very', 'wrong', 'he', 'was', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4266,"['Mr.', 'Dursley', 'might', 'have', 'been', 'drifting', 'into', 'an', 'uneasy', 'sleep', ',', 'but', 'the', 'cat', 'on', 'the', 'wall', 'outside', 'was', 'showing', 'no', 'sign', 'of', 'sleepiness', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4267,"['It', 'was', 'sitting', 'as', 'still', 'as', 'a', 'statue', ',', 'its', 'eyes', 'fixed', 'unblinkingly', 'on', 'the', 'far', 'corner', 'of', 'Privet', 'Drive', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4268,"['It', 'did', ""n't"", 'so', 'much', 'as', 'quiver', 'when', 'a', 'car', 'door', 'slammed', 'on', 'the', 'next', 'street', ',', 'nor', 'when', 'two', 'owls', 'swooped', 'overhead', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4269,"['In', 'fact', ',', 'it', 'was', 'nearly', 'midnight', 'before', 'the', 'cat', 'moved', 'at', 'all', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4270,"['A', 'man', 'appeared', 'on', 'the', 'corner', 'the', 'cat', 'had', 'been', 'watching', ',', 'appeared', 'so', 'suddenly', 'and', 'silently', 'you', ""'d"", 'have', 'thought', 'he', ""'d"", 'just', 'popped', 'out', 'of', 'the', 'ground', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4271,"['The', 'cat', ""'s"", 'tail', 'twitched', 'and', 'its', 'eyes', 'narrowed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4272,"['Nothing', 'like', 'this', 'man', 'had', 'ever', 'been', 'seen', 'on', 'Privet', 'Drive', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
